x,y
0.462554034248112,-0.356922753455711
0.427128922068827,-0.376605521755645
0.388236063750422,-0.377594751220343
0.353046082229984,-0.375718175232961
0.295393484346038,-0.389137270196796
0.23917668939988,-0.407569463372813
0.194219726554232,-0.41107009757572
0.112019219303376,-0.436266632354669
0.0205152312976613,-0.467148543367956
-0.0382213760721281,-0.481694440849863
-0.113156617174696,-0.493092442114278
-0.153522580189556,-0.46482920981642
-0.195465670457853,-0.443530546496306
-0.187146195010128,-0.429765776376941
-0.149674269122599,-0.401748199406467
-0.0988642995305676,-0.309223291200622
-0.0321672519386337,-0.210712164278907
0.0105130335445388,-0.123881680158518
0.0731611779838272,-0.0394160441620066
0.125319055801052,-0.0214127878071961
0.188547667754997,0.0537172083115167
0.20751188680926,0.145865319538868
0.199411567144265,0.194457096714403
0.188807928424033,0.204271142272491
0.188589048323945,0.207835866104037
0.197246600708572,0.21290588393401
0.207969111607256,0.227256591969138
0.203077898630521,0.282740530979079
0.206973956768087,0.27155036771558
0.216279118543412,0.266473133436265
0.216776849750862,0.300381126876195
0.232608574916728,0.316822453038592
0.233575812677442,0.353191219568263
0.229682822932571,0.392388971355022
0.210529107139636,0.422706267863477
0.211864368318489,0.433771148836557
0.19225711971333,0.490800599089634
0.176283278690165,0.530689487901775
0.195641112529843,0.549027894073695
0.207081906268442,0.597641142724175
0.214192238597713,0.625082954175509
0.223714780903649,0.64901528827214
0.231027863772451,0.654050108420013
0.223499756002082,0.667479751199883
0.223280642286387,0.661501891868173
0.223658344165388,0.6588718593667
0.2027619006927,0.661055679050612
0.178710801367392,0.648455785546083
0.165602502069749,0.649852252636961
0.149972722253713,0.6509224547608
0.154090539861492,0.677624513506699
0.157897371385118,0.693779673956557
0.164203895908782,0.714900256489901
0.164210300364416,0.717380241875859
0.147136303901636,0.68759838386268
0.13626621807832,0.643300404094055
0.103951284769078,0.579836819935513
0.0817676186554988,0.516618666590672
0.043239986143792,0.442919919241093
0.0165103994716693,0.367030994708638
-0.0349018587350874,0.267753478682432
-0.0890932584836513,0.179440566814617
-0.106740748758955,0.145386001791571
-0.145951604741893,0.140596561906206
-0.155214625563248,0.156176273443943
-0.175740369383594,0.150192820308986
-0.187859074816747,0.157604359545089
-0.226676832626461,0.187628155366427
-0.226311636224536,0.244412791300391
-0.216330397171139,0.329335430084221
-0.249581574343309,0.378582032385404
-0.261647012763225,0.414420194199451
-0.277092465649974,0.43580332956337
-0.307878268664969,0.482473481204507
-0.340116498501419,0.512292998350617
-0.347900676844962,0.525638274678558
-0.370522896603621,0.529909102694603
-0.394556530421634,0.518086683840144
-0.377770854469634,0.528042965192966
-0.379636446648623,0.527678383984539
-0.404186119155129,0.533532728987164
-0.391676704663633,0.549492837847069
-0.389180343280753,0.561803978904131
-0.409151052888717,0.570775753283138
-0.429031105923706,0.570370270539886
-0.461255078931856,0.555342606278836
-0.496711313824216,0.545638525646335
-0.521051442883727,0.541923899673581
-0.527892067737416,0.537485137218849
-0.567537278504778,0.513324697002502
-0.590780822513405,0.49960591683177
-0.587781297418895,0.505358616965854
-0.583781550125368,0.517171579668464
-0.570940086128622,0.538069612431283
-0.578227096608711,0.536082846488199
-0.591198242877021,0.531405248141239
-0.615112012639368,0.520017386011244
-0.625679695166166,0.511077932406089
-0.637521547858593,0.509660154900959
-0.660847967164443,0.493420665548297
-0.687890573871719,0.483123056519742
-0.708676657173546,0.471706382718349
-0.720260463413505,0.472238580370379
-0.719636797583965,0.484012423971112
-0.714240980532883,0.500898680896403
-0.708326774562041,0.517482743573609
-0.715382480198169,0.507746403735281
-0.727263909597181,0.49605950333532
-0.739749288153366,0.480967010387166
-0.742307952242561,0.463803162549514
-0.749386437569004,0.434094967324691
-0.743467024061411,0.411491346909937
-0.728627612091478,0.397625877876007
-0.701948109245304,0.399283196728936
-0.667715749184493,0.413602442686955
-0.626633323396987,0.428017236235453
-0.5821672413793,0.439858742418301
-0.548099196681634,0.452808872370848
-0.49891403238376,0.490720152787525
-0.48351581896124,0.493893846594139
-0.46219162647271,0.484859274002089
-0.460069183645013,0.437254933838922
-0.439802924442338,0.399105593127484
-0.421305529472713,0.367336465751467
-0.402678724404072,0.344928106701691
-0.388067206202725,0.321067608098838
-0.388614735283251,0.268663617869171
-0.370434162739691,0.239597594219246
-0.372391110130577,0.195627491789404
-0.355246347130727,0.179955293284416
-0.369897792215075,0.147756913366413
-0.36103159156485,0.128969198991621
-0.350632415192691,0.0914897921434745
-0.355994737035797,0.0647893025972367
-0.358489805615437,0.0384971680671538
-0.367625699047496,0.0074253368850516
-0.376989439724545,-0.00444317153714704
-0.408478673668195,-0.020031087693055
-0.424249762874085,-0.0405308986233988
-0.485517182928846,-0.102852822644101
-0.543176654584764,-0.153597774780294
-0.589899199053163,-0.219735670073597
-0.631175824380426,-0.263894230906353
-0.664685412395882,-0.306476852576851
-0.691372767819067,-0.352293584609765
-0.706645358680714,-0.392472488213899
-0.716991634024066,-0.406788144742102
-0.703140417883955,-0.397564671251626
-0.69580765586921,-0.391984582336466
-0.674688142064854,-0.383012775955846
-0.658065974331904,-0.390372859472898
-0.642584573679212,-0.397308834225968
-0.624608106033155,-0.387401452115257
-0.602478945770122,-0.391022192426313
-0.58643605535655,-0.406805671953168
-0.575497082268385,-0.405529994719838
-0.560606156000308,-0.401864306318319
-0.550265337298826,-0.389493219102987
-0.541715358369985,-0.378775236109179
-0.538269104945699,-0.371141372977527
-0.529869874225772,-0.390516018161186
-0.522930955292436,-0.402475943013306
-0.520043784209344,-0.398784033077476
-0.518698959948856,-0.408873956458174
-0.512359082618553,-0.404801457954351
-0.528354780233989,-0.389436293728684
-0.525856244948446,-0.376894529952832
-0.518368524267561,-0.361122787914965
-0.521065745140779,-0.324574876534646
-0.522983228630121,-0.276831773335419
-0.530810753269895,-0.247988450632549
-0.517926028899291,-0.240055151732661
-0.522113224509378,-0.247112535936945
-0.490347308067921,-0.292524884258048
-0.474639390990583,-0.318592193938515
-0.463779662709829,-0.337994433202392
-0.440396378770009,-0.377723987250975
-0.414405066228642,-0.436256728421829
-0.354910506864142,-0.500008069028405
-0.30633624676558,-0.53493222026761
-0.253568041883124,-0.570892077863858
-0.216050071302593,-0.58459176466464
-0.183421707845994,-0.595973813421604
-0.138018886476959,-0.618218752563213
-0.104544199777905,-0.613670208674165
-0.0773826979739346,-0.601764611064139
-0.0952886897107004,-0.589621606674885
-0.112471278563593,-0.590409337972069
-0.0968508618062927,-0.589181105910027
-0.0714477961990074,-0.579954276640001
-0.0485590952889888,-0.592531572600899
