x,y
0.110447737536066,-0.0968789254733022
0.0909660933521868,-0.114125932420056
0.0634334603484224,-0.130305192141812
0.0358863154548682,-0.131024981871927
0.0227316966315074,-0.1405611328973
-0.0147560190123155,-0.131981462569801
-0.0751369899978077,-0.101875174383509
-0.139826908184554,-0.062279105677992
-0.188009078488836,-0.0483242390867193
-0.205631412755264,-0.00556683004774567
-0.232511442134324,0.0402645007327096
-0.236584539476233,0.0821469897965885
-0.265059816689838,0.127592805724171
-0.279242071892068,0.181679861799414
-0.225154170660144,0.232062078639453
-0.152208137089567,0.262488214754515
-0.0899252885708134,0.311093025556862
-0.0630315190353166,0.345505052610972
-0.0561487239957916,0.365761876934808
-0.0545143833863163,0.36694663424522
-0.00821765029097777,0.380279355827993
0.062167364649076,0.372322383516139
0.0739853794016862,0.370503720171807
0.0884884388509578,0.380126678649142
0.100178168395976,0.399869628342878
0.122470004336648,0.406549084464662
0.157348469788399,0.438696515438099
0.173649623825648,0.478299670165706
0.165601429309223,0.516782005286868
0.133767462930247,0.56365433784386
0.145425174612791,0.590693764160698
0.142083801381821,0.615502685706054
0.137720114951757,0.622568619190031
0.128131650665368,0.638144704170332
0.154065197318436,0.639340378649754
0.190910227243683,0.642167334950457
0.228716114333161,0.634269818905723
0.26775861096553,0.612484553720165
0.283749114803717,0.61600634020349
0.312187458894873,0.615336261979432
0.336658866028521,0.619947813265424
0.35604574583946,0.622125503743525
0.346815091791499,0.624473668949737
0.334421557486658,0.627697018965644
0.32748674043771,0.635327667081338
0.315938593744767,0.665272962362636
0.302289001210355,0.672061894200639
0.284157705081028,0.692809026024574
0.270727283439749,0.702699282073171
0.266609019523493,0.715883362993268
0.259518352008991,0.724012110702482
0.250385257392962,0.729944011628348
0.242335571609676,0.725343003279302
0.226445339542482,0.710215528284812
0.220631014669145,0.701662930699738
0.212499550051484,0.683247719881423
0.193443424978624,0.682642502862605
0.169526701423505,0.679518004478856
0.138296747928027,0.679569270991707
0.113856809857094,0.677235370050729
0.0729805444533789,0.690994373914175
0.0557374127589824,0.708590565161959
0.0263329542596768,0.723119362597815
-0.00950870895501807,0.732349485035001
-0.0385046556534736,0.735086179234191
-0.0669583121268147,0.727449624010598
-0.0650739171103038,0.727114191056352
-0.0610432019532157,0.727829400773328
-0.0437566595403537,0.713811294797173
-0.036637990692178,0.695770088653235
-0.0372190072279751,0.695077690849841
-0.0205750979223683,0.701561297516221
-0.000228810038792927,0.69060038960614
0.0211148194379349,0.685093734165247
0.0387455630588699,0.67840284079228
0.0317869165558721,0.673206951264471
0.0399554286945494,0.671889420348416
0.040625750928897,0.669585012989681
0.0490499831363781,0.640620240242163
0.0504182730455467,0.60122734478282
0.0429685724568409,0.590593139334775
0.0371462192316891,0.582417230494885
0.00536871424097454,0.546981361016758
0.00460153525988621,0.509364222748168
-0.040742366379897,0.479702265934487
-0.0761953970997524,0.438506179348094
-0.0971528226341692,0.426440360657153
-0.128827260285664,0.429120707655762
-0.15562525569262,0.416657282327283
-0.186073636747165,0.41800719767158
-0.20250724438624,0.454272718752762
-0.248395994211903,0.489520501506822
-0.28138927484299,0.51121609288717
-0.324169074054293,0.544088607982615
-0.386819705925255,0.549716663493896
